Kingdom,Group,SubGroup,Size (Mb)
Viruses,ssDNA viruses,Circoviridae,0.0016
Viruses,ssDNA viruses,Geminiviridae,0.005199
Viruses,ssDNA viruses,Geminiviridae,0.005192
Viruses,ssDNA viruses,Geminiviridae,0.005186
Viruses,ssDNA viruses,Geminiviridae,0.005192
Viruses,ssDNA viruses,Geminiviridae,0.005227
Viruses,ssDNA viruses,Geminiviridae,0.005184
Viruses,ssDNA viruses,Geminiviridae,0.00515
Viruses,ssDNA viruses,Geminiviridae,0.002757
Viruses,Satellites,unclassified,0.001367
Viruses,Satellites,unclassified,0.001384
Viruses,Satellites,unclassified,0.001365
Viruses,ssDNA viruses,Geminiviridae,0.005331
Viruses,ssDNA viruses,Geminiviridae,0.005292
Viruses,ssDNA viruses,Geminiviridae,0.005348
Viruses,ssDNA viruses,Geminiviridae,0.005316
Viruses,ssDNA viruses,Geminiviridae,0.005182
Viruses,ssDNA viruses,Geminiviridae,0.002649
Viruses,ssDNA viruses,Geminiviridae,0.002668
Viruses,ssDNA viruses,Geminiviridae,0.002664
Viruses,ssDNA viruses,Geminiviridae,0.00269
Viruses,ssDNA viruses,Geminiviridae,0.002751
Viruses,ssDNA viruses,Geminiviridae,0.005197
Viruses,ssDNA viruses,Geminiviridae,0.002661
Viruses,Satellites,unclassified,0.001346
Viruses,ssDNA viruses,Geminiviridae,0.005222
Viruses,ssDNA viruses,Geminiviridae,0.002676
Viruses,Satellites,unclassified,0.001359
Viruses,ssDNA viruses,Geminiviridae,0.002753
Viruses,Satellites,unclassified,0.001372
Viruses,ssDNA viruses,Geminiviridae,0.002753
Viruses,Satellites,unclassified,0.00134
Viruses,Satellites,unclassified,0.001374
Viruses,Satellites,unclassified,0.00137
Viruses,ssDNA viruses,Geminiviridae,0.005205
Viruses,Satellites,unclassified,0.001355
Bacteria,Proteobacteria,Betaproteobacteria,3.00366
Viruses,ssDNA viruses,Geminiviridae,0.002784
Viruses,ssDNA viruses,Geminiviridae,0.002768
Viruses,Satellites,unclassified,0.001358
Viruses,ssRNA viruses,Nyamiviridae,0.01184
Bacteria,Proteobacteria,Gammaproteobacteria,2.64704
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.074611
Bacteria,Proteobacteria,Alphaproteobacteria,4.68908
Viruses,ssDNA viruses,Circoviridae,0.001966
Bacteria,Proteobacteria,Betaproteobacteria,4.69467
Viruses,ssRNA viruses,Bunyaviridae,0.012172
Viruses,Retro-transcribing viruses,Retroviridae,0.008913
Viruses,Retro-transcribing viruses,Retroviridae,0.008918
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.03445
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.031967
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.034302
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.034246
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.035499
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.034391
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.032661
Viruses,Retro-transcribing viruses,Retroviridae,0.013246
Viruses,ssRNA viruses,Arteriviridae,0.015717
Viruses,Retro-transcribing viruses,Retroviridae,0.009623
Viruses,ssRNA viruses,Flaviviridae,0.009525
Viruses,Retro-transcribing viruses,Retroviridae,0.008126
Viruses,ssRNA viruses,Picornaviridae,0.008126
Viruses,ssDNA viruses,Anelloviridae,0.003612
Viruses,ssDNA viruses,Anelloviridae,0.003907
Viruses,ssDNA viruses,Anelloviridae,0.003812
Viruses,ssDNA viruses,Anelloviridae,0.003774
Viruses,ssDNA viruses,Anelloviridae,0.003621
Viruses,dsDNA viruses, no RNA stage,Polyomaviridae,0.00523
Viruses,dsDNA viruses, no RNA stage,Polyomaviridae,0.005243
Viruses,ssRNA viruses,Paramyxoviridae,0.01545
Bacteria,Proteobacteria,Gammaproteobacteria,4.30023
Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,2.62838
Bacteria,Proteobacteria,Betaproteobacteria,2.37261
Bacteria,Proteobacteria,Betaproteobacteria,3.60077
Viruses,ssRNA viruses,Bunyaviridae,0.012317
Viruses,ssRNA viruses,Togaviridae,0.011703
Viruses,dsDNA viruses, no RNA stage,Iridoviridae,0.140131
Bacteria,Planctomycetes,Planctomycetia,9.75569
Viruses,ssRNA viruses,Rhabdoviridae,0.011545
Bacteria,Actinobacteria,Actinobacteria,4.41608
Bacteria,Proteobacteria,Alphaproteobacteria,8.45896
Bacteria,Proteobacteria,Alphaproteobacteria,6.80715
Bacteria,Proteobacteria,Alphaproteobacteria,6.8503
Bacteria,Proteobacteria,Alphaproteobacteria,7.22119
Bacteria,Proteobacteria,Alphaproteobacteria,6.86106
Bacteria,Proteobacteria,Alphaproteobacteria,8.94255
Viruses,dsDNA viruses, no RNA stage,unclassified,0.057416
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.194701
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044613
Eukaryota,Plants,Land Plants,245.55
Bacteria,Proteobacteria,Alphaproteobacteria,8.52532
Bacteria,Proteobacteria,Alphaproteobacteria,7.86834
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.02634
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.031848
Bacteria,Actinobacteria,Coriobacteriia,2.05191
Bacteria,Actinobacteria,Coriobacteriia,2.09629
Bacteria,Actinobacteria,Coriobacteriia,3.16504
Bacteria,Actinobacteria,Coriobacteriia,2.11933
Viruses,ssRNA viruses,Iflaviridae,0.009505
Viruses,ssDNA viruses,Parvoviridae,0.004844
Viruses,ssDNA viruses,Anelloviridae,0.002635
Viruses,Satellites,unclassified,0.000687
Bacteria,Actinobacteria,Actinobacteria,5.32047
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.19353
Viruses,ssDNA viruses,Parvoviridae,0.004432
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.027751
Viruses,Retro-transcribing viruses,Retroviridae,0.010688
Viruses,ssRNA viruses,Rhabdoviridae,0.01155
Bacteria,Fusobacteria,Fusobacteriia,1.33022
Bacteria,Proteobacteria,Alphaproteobacteria,3.62939
Bacteria,Proteobacteria,Betaproteobacteria,2.52798
Eukaryota,Animals,Roundworms,-
Bacteria,Proteobacteria,Gammaproteobacteria,4.2925
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045169
Viruses,unclassified phages,unclassified,0.052162
Bacteria,Proteobacteria,Gammaproteobacteria,5.15942
Bacteria,Proteobacteria,Gammaproteobacteria,1.38668
Viruses,ssRNA viruses,Virgaviridae,0.010708
Viruses,ssRNA viruses,Virgaviridae,0.010692
Viruses,ssRNA viruses,Flaviviridae,0.010242
Eukaryota,Plants,Land Plants,665.187
Eukaryota,Plants,Land Plants,729.603
Eukaryota,Plants,Land Plants,724.285
Eukaryota,Plants,Land Plants,823.786
Eukaryota,Plants,Land Plants,833.081
Viruses,ssDNA viruses,Geminiviridae,0.005196
Viruses,Satellites,unclassified,0.000377
Eukaryota,Plants,Land Plants,720.458
Eukaryota,Plants,Land Plants,688.247
Eukaryota,Plants,Land Plants,705.934
Bacteria,Proteobacteria,Gammaproteobacteria,2.70238
Eukaryota,Animals,Insects,396.025
Viruses,ssDNA viruses,Parvoviridae,0.00528
Viruses,ssRNA viruses,unclassified,0.011319
Viruses,ssRNA viruses,unclassified,0.010411
Viruses,ssRNA viruses,Dicistroviridae,0.008026
Bacteria,Firmicutes,Bacilli,3.98423
Bacteria,Proteobacteria,Gammaproteobacteria,4.4602
Bacteria,Proteobacteria,Gammaproteobacteria,4.1865
Bacteria,Proteobacteria,Gammaproteobacteria,4.11945
Bacteria,Actinobacteria,Thermoleophilia,6.64009
Bacteria,Actinobacteria,Thermoleophilia,9.31396
Bacteria,Actinobacteria,Thermoleophilia,6.57273
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.20207
Bacteria,Firmicutes,Erysipelotrichia,2.33595
Viruses,ssRNA viruses,Rhabdoviridae,0.01372
Bacteria,Proteobacteria,delta/epsilon subdivisions,14.7821
Eukaryota,Fungi,Ascomycetes,39.955
Eukaryota,Animals,Mammals,2423.16
Eukaryota,Plants,Land Plants,739.15
Viruses,ssRNA viruses,Virgaviridae,0.010296
Viruses,ssRNA viruses,Potyviridae,0.009624
Viruses,ssRNA viruses,Paramyxoviridae,0.01548
Viruses,ssDNA viruses,Geminiviridae,0.00556
Viruses,ssRNA viruses,unclassified,0.004132
Viruses,ssRNA viruses,unclassified,0.004193
Viruses,ssRNA viruses,Togaviridae,0.011245
Viruses,dsRNA viruses,Reoviridae,0.029124
Viruses,dsRNA viruses,Amalgaviridae,0.003437
Viruses,ssRNA viruses,Arteriviridae,0.014851
Viruses,ssRNA viruses,unclassified,0.003983
Viruses,Retro-transcribing viruses,Caulimoviridae,0.007757
Viruses,ssDNA viruses,Geminiviridae,0.005355
Viruses,Retro-transcribing viruses,Caulimoviridae,0.008178
Viruses,ssDNA viruses,Geminiviridae,0.005208
Viruses,ssDNA viruses,Geminiviridae,0.002737
Viruses,ssRNA viruses,Nyamiviridae,0.011367
Viruses,ssRNA viruses,Flaviviridae,0.019199
Viruses,ssRNA viruses,Luteoviridae,0.005853
Viruses,ssDNA viruses,Geminiviridae,0.002768
Viruses,ssRNA viruses,Potyviridae,0.009588
Viruses,ssRNA viruses,unclassified,0.004152
Viruses,ssRNA viruses,Tombusviridae,0.004009
Viruses,ssRNA viruses,Flaviviridae,0.01087
Viruses,ssRNA viruses,Coronaviridae,0.026083
Eukaryota,Fungi,Ascomycetes,12.8706
Eukaryota,Fungi,Ascomycetes,13.1821
Bacteria,Actinobacteria,Actinobacteria,10.4669
Bacteria,Chloroflexi,Thermomicrobia,3.99376
Eukaryota,Fungi,Basidiomycetes,176.372
Bacteria,Spirochaetes,Spirochaetia,2.2273
Bacteria,Spirochaetes,Spirochaetia,3.31647
Bacteria,Spirochaetes,Spirochaetia,3.59085
Eukaryota,Protists,Other Protists,121.631
Viruses,dsRNA viruses,Totiviridae,0.005163
Viruses,dsRNA viruses,Totiviridae,0.005202
Bacteria,Proteobacteria,Betaproteobacteria,4.59282
Eukaryota,Fungi,Ascomycetes,29.3521
Eukaryota,Fungi,Ascomycetes,33.1888
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.31665
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.70808
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.12636
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.23295
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.90434
Bacteria,Proteobacteria,Alphaproteobacteria,5.42742
Bacteria,Proteobacteria,Alphaproteobacteria,4.84829
Bacteria,Proteobacteria,Alphaproteobacteria,5.84784
Bacteria,Proteobacteria,Alphaproteobacteria,4.79612
Bacteria,Proteobacteria,Alphaproteobacteria,5.51649
Bacteria,Proteobacteria,Alphaproteobacteria,4.03233
Bacteria,Proteobacteria,Alphaproteobacteria,4.0822
Bacteria,Proteobacteria,Alphaproteobacteria,4.78801
Bacteria,Proteobacteria,Alphaproteobacteria,5.36025
Bacteria,Proteobacteria,Alphaproteobacteria,4.44276
Bacteria,Proteobacteria,Alphaproteobacteria,4.17055
Bacteria,Proteobacteria,Alphaproteobacteria,4.75405
Bacteria,Proteobacteria,Alphaproteobacteria,4.48642
Bacteria,Proteobacteria,Alphaproteobacteria,5.68379
Bacteria,Proteobacteria,Alphaproteobacteria,6.85126
Bacteria,Proteobacteria,Alphaproteobacteria,2.53303
Bacteria,Proteobacteria,Alphaproteobacteria,3.21738
Bacteria,Proteobacteria,Alphaproteobacteria,4.26494
Bacteria,Proteobacteria,Alphaproteobacteria,4.12439
Bacteria,Proteobacteria,Alphaproteobacteria,5.22839
Bacteria,Proteobacteria,Alphaproteobacteria,2.54801
Bacteria,Proteobacteria,Alphaproteobacteria,4.09621
Bacteria,Proteobacteria,Alphaproteobacteria,3.99452
Bacteria,Proteobacteria,Alphaproteobacteria,4.87418
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.219372
Bacteria,Proteobacteria,Alphaproteobacteria,3.92097
Bacteria,Proteobacteria,Alphaproteobacteria,6.5803
Bacteria,Proteobacteria,Alphaproteobacteria,4.0619
Bacteria,Proteobacteria,Alphaproteobacteria,5.91525
Bacteria,Proteobacteria,Alphaproteobacteria,4.87867
Bacteria,Proteobacteria,Alphaproteobacteria,4.66421
Bacteria,Proteobacteria,Alphaproteobacteria,3.37371
Bacteria,Proteobacteria,Alphaproteobacteria,3.06821
Bacteria,Proteobacteria,Alphaproteobacteria,5.20217
Bacteria,Proteobacteria,Alphaproteobacteria,5.74862
Eukaryota,Animals,Insects,315.521
Viruses,ssDNA viruses,Geminiviridae,0.002761
Viruses,ssDNA viruses,Geminiviridae,0.00286
Viruses,ssRNA viruses,Bromoviridae,0.008688
Viruses,ssDNA viruses,Geminiviridae,0.003065
Viruses,ssDNA viruses,Geminiviridae,0.002753
Eukaryota,Plants,Land Plants,493.772
Bacteria,Proteobacteria,Gammaproteobacteria,1.92663
Bacteria,Proteobacteria,Gammaproteobacteria,1.73949
Bacteria,Actinobacteria,Actinobacteria,6.0324
Bacteria,Spirochaetes,Spirochaetia,3.82624
Bacteria,Spirochaetes,Spirochaetia,3.28586
Bacteria,Spirochaetes,Spirochaetia,3.35831
Bacteria,Spirochaetes,Spirochaetia,4.57661
Bacteria,Spirochaetes,Spirochaetia,3.94985
Bacteria,Spirochaetes,Spirochaetia,4.65397
Bacteria,Spirochaetes,Spirochaetia,2.56022
Bacteria,Spirochaetes,unclassified Spirochaetes,4.30795
Eukaryota,Plants,Land Plants,132.009
Eukaryota,Animals,Flatworms,0.013643
Eukaryota,Protists,Other Protists,12.9546
Bacteria,Tenericutes,Mollicutes,1.16055
Bacteria,Tenericutes,Mollicutes,1.16048
Bacteria,Tenericutes,Mollicutes,1.17958
Bacteria,Tenericutes,Mollicutes,1.12332
Bacteria,Tenericutes,Mollicutes,1.17513
Bacteria,Tenericutes,Mollicutes,0.945296
Bacteria,Tenericutes,Mollicutes,1.36571
Bacteria,Tenericutes,Mollicutes,1.51456
Viruses,ssDNA viruses,Inoviridae,0.00787
Bacteria,Tenericutes,Mollicutes,1.22552
Bacteria,Tenericutes,Mollicutes,1.29794
Bacteria,Tenericutes,Mollicutes,1.13261
Viruses,ssDNA viruses,Inoviridae,0.007768
Viruses,ssDNA viruses,Inoviridae,0.008273
Viruses,ssDNA viruses,Microviridae,0.004421
Viruses,ssDNA viruses,Inoviridae,0.006825
Bacteria,Tenericutes,Mollicutes,1.77186
Bacteria,Tenericutes,Mollicutes,1.07595
Bacteria,Tenericutes,Mollicutes,1.10734
Bacteria,Tenericutes,Mollicutes,1.08628
Bacteria,Tenericutes,Mollicutes,1.26137
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,8.49126
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.61358
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,8.12928
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,7.02935
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,7.54798
Bacteria,Cyanobacteria,Oscillatoriophycideae,5.3236
Viruses,dsRNA viruses,Reoviridae,0.025139
Viruses,dsRNA viruses,unclassified,0.007951
Eukaryota,Fungi,Other Fungi,24.1311
Viruses,Retro-transcribing viruses,Retroviridae,0.006296
Viruses,ssRNA viruses,Iflaviridae,0.010347
Viruses,ssRNA viruses,Iflaviridae,0.009501
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.135611
Eukaryota,Animals,Insects,358.048
Viruses,dsDNA viruses, no RNA stage,Ascoviridae,0.156922
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.140913
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.131331
Viruses,ssRNA viruses,Rhabdoviridae,0.013534
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.124121
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.139342
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.148634
Bacteria,Proteobacteria,Gammaproteobacteria,3.48167
Bacteria,Proteobacteria,Gammaproteobacteria,3.43554
Bacteria,Proteobacteria,Gammaproteobacteria,3.94734
Bacteria,Actinobacteria,Actinobacteria,5.50015
Eukaryota,Fungi,Basidiomycetes,-
Eukaryota,Fungi,Basidiomycetes,18.4769
Eukaryota,Fungi,Basidiomycetes,20.0676
Viruses,ssDNA viruses,Geminiviridae,0.002789
Viruses,ssDNA viruses,Geminiviridae,0.002716
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.34433
Bacteria,Firmicutes,Bacilli,3.00953
Bacteria,Firmicutes,Bacilli,3.59018
Bacteria,Firmicutes,Bacilli,3.28656
Bacteria,Firmicutes,Bacilli,2.87398
Bacteria,Firmicutes,Negativicutes,-
Bacteria,Firmicutes,Negativicutes,5.38367
Bacteria,Firmicutes,Bacilli,3.63387
Bacteria,Firmicutes,Bacilli,5.67395
Bacteria,Firmicutes,Bacilli,2.91243
Bacteria,Firmicutes,Bacilli,3.72736
Bacteria,Firmicutes,Bacilli,3.31865
Eukaryota,Fungi,Ascomycetes,33.2058
Eukaryota,Fungi,Ascomycetes,39.8813
Eukaryota,Fungi,Ascomycetes,32.3751
Eukaryota,Fungi,Other Fungi,4.98088
Viruses,ssRNA viruses,Bromoviridae,0.008363
Viruses,ssRNA viruses,Rhabdoviridae,0.011019
Viruses,unclassified virophages,unclassified,0.018343
Viruses,unclassified virophages,unclassified,0.018338
Viruses,unclassified virophages,unclassified,0.018338
Viruses,ssDNA viruses,Geminiviridae,0.005455
Viruses,ssDNA viruses,Geminiviridae,0.005444
Viruses,ssDNA viruses,Geminiviridae,0.002714
Viruses,ssDNA viruses,Geminiviridae,0.005241
Viruses,ssDNA viruses,Geminiviridae,0.00519
Viruses,ssRNA viruses,Secoviridae,0.009219
Viruses,ssRNA viruses,Potyviridae,0.009836
Viruses,ssDNA viruses,Geminiviridae,0.005325
Viruses,dsDNA viruses, no RNA stage,Polyomaviridae,0.005075
Viruses,Retro-transcribing viruses,Retroviridae,0.008785
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.148803
Viruses,ssDNA viruses,Geminiviridae,0.005466
Viruses,dsRNA viruses,Reoviridae,0.018445
Viruses,Satellites,unclassified,0.000824
Viruses,ssRNA viruses,Flaviviridae,0.01094
Eukaryota,Fungi,Ascomycetes,41.009
Eukaryota,Fungi,Ascomycetes,34.39
Viruses,ssDNA viruses,Geminiviridae,0.002749
Bacteria,Actinobacteria,Actinobacteria,6.84156
Eukaryota,Fungi,Ascomycetes,40.0605
Bacteria,Cyanobacteria,Pleurocapsales,5.54499
Bacteria,Firmicutes,Bacilli,4.79179
Bacteria,Firmicutes,Bacilli,2.416
Bacteria,Firmicutes,Bacilli,2.78764
Bacteria,Firmicutes,Bacilli,2.56568
Bacteria,Firmicutes,Bacilli,9.34613
Bacteria,Firmicutes,Bacilli,2.59586
Bacteria,Firmicutes,Bacilli,2.74765
Bacteria,Firmicutes,Bacilli,2.6699
Bacteria,Firmicutes,Bacilli,2.34454
Bacteria,Firmicutes,Bacilli,2.85317
Bacteria,Firmicutes,Bacilli,2.61617
Bacteria,Firmicutes,Bacilli,2.50821
Bacteria,Firmicutes,Bacilli,7.72405
Bacteria,Firmicutes,Bacilli,2.92717
Bacteria,Firmicutes,Bacilli,3.17172
Bacteria,Firmicutes,Bacilli,7.19101
Bacteria,Firmicutes,Bacilli,2.3357
Bacteria,Firmicutes,Bacilli,2.47213
Bacteria,Firmicutes,Bacilli,2.73713
Bacteria,Firmicutes,Bacilli,2.7868
Bacteria,Firmicutes,Bacilli,2.65837
Bacteria,Firmicutes,Bacilli,2.44711
Bacteria,Firmicutes,Bacilli,2.38186
Bacteria,Firmicutes,Bacilli,2.56246
Bacteria,Firmicutes,Bacilli,2.45496
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043604
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042722
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.03962
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041318
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042802
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043681
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043095
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045861
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.016784
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044777
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04169
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043883
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041902
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.018199
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042732
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.093794
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043114
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041708
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043864
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044283
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043231
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042431
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043576
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04342
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041941
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045286
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.138715
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.139806
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.017869
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045344
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043581
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042123
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042526
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.141836
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043458
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.148317
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.141907
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.140807
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.018227
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.040761
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044041
Viruses,dsDNA viruses, no RNA stage,unclassified,0.015603
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041401
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04497
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044857
Viruses,dsDNA viruses, no RNA stage,unclassified,0.043155
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.018168
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.139738
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.132123
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.147303
Viruses,dsDNA viruses, no RNA stage,unclassified,0.136326
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042902
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042652
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.017938
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045552
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041207
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.127188
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042942
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042784
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044715
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.040917
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.040071
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045242
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045572
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041392
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042906
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043301
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043786
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.140903
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.130706
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04344
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044459
Viruses,unclassified phages,unclassified,0.047342
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042461
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.047252
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043748
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043081
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043265
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043282
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043011
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044342
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044082
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043128
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044061
Viruses,dsDNA viruses, no RNA stage,unclassified,0.044492
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043394
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.142094
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.0426
Viruses,unclassified phages,unclassified,0.041407
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04571
Viruses,unclassified phages,unclassified,0.041966
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.134643
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.131332
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.092417
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045636
Bacteria,Firmicutes,Bacilli,2.76946
Bacteria,Firmicutes,Bacilli,2.70842
Bacteria,Firmicutes,Bacilli,2.58293
Bacteria,Firmicutes,Bacilli,2.76107
Bacteria,Firmicutes,Bacilli,2.78959
Bacteria,Firmicutes,Bacilli,2.58712
Bacteria,Firmicutes,Bacilli,2.75518
Bacteria,Firmicutes,Bacilli,2.88769
Bacteria,Firmicutes,Bacilli,2.55948
Bacteria,Firmicutes,Bacilli,2.59358
Bacteria,Firmicutes,Bacilli,3.06455
Archaea,Crenarchaeota,Thermoprotei,1.58035
Archaea,Crenarchaeota,Thermoprotei,1.57048
Bacteria,Proteobacteria,Alphaproteobacteria,4.62317
Bacteria,Proteobacteria,Alphaproteobacteria,4.76502
Viruses,ssDNA viruses,Circoviridae,0.002063
Eukaryota,Fungi,Ascomycetes,9.36912
Eukaryota,Animals,Other Animals,113.565
Eukaryota,Animals,Fishes,800.492
Eukaryota,Animals,Other Animals,2738.7
Eukaryota,Animals,Roundworms,85.9347
Eukaryota,Animals,Roundworms,82.5044
Eukaryota,Animals,Roundworms,92.8363
Eukaryota,Animals,Roundworms,89.159
Eukaryota,Animals,Roundworms,79.6513
Viruses,ssRNA viruses,Caliciviridae,0.008305
Eukaryota,Fungi,Ascomycetes,35.1733
Bacteria,Proteobacteria,Gammaproteobacteria,5.02045
Bacteria,Proteobacteria,Gammaproteobacteria,4.1383
Bacteria,Proteobacteria,Gammaproteobacteria,6.58842
